Id,Label,links,total_link_strength,citations,degree.centr,closness.centr,betweeness.norm.centr,clustering,triangles,eigen.centr,component.number
9899,"hanfling b, 2016, mol ecol, v25, p3101, doi 10.1111/mec.13660",62,62,1,62,0.340143,0,1,1891,0.001377,0
9900,"hanief a, 2019, ecol eng, v130, p169, doi 10.1016/j.ecoleng.2019.02.007",53,53,1,53,0.402885,0,1,1378,0.00537,0
9901,"hanioka m, 2018, agr ecosyst environ, v265, p217, doi 10.1016/j.agee.2018.06.014",56,56,1,56,0.369429,0,1,1540,0.005594,0
9902,"hanioka m, 2018, biodivers conserv, v27, p1831, doi 10.1007/s10531-018-1510-5",46,46,1,46,0.362287,0,1,1035,0.004144,0
9903,"hanisak m. d., 2018, spie p",75,75,1,75,0.42797,0,1,2775,0.015809,0
9904,"hankin dg, 2019, sampling theory: for the ecological and natural resource sciences, p1",50,50,1,50,0.422091,0,1,1225,0.008707,0
9905,"hankin rks, 2005, j stat softw, v14",84,84,1,84,0.434301,0,1,3486,0.015394,0
9906,"hanks em, 2011, ecol appl, v21, p1173, doi 10.1890/09-1549.1",42,42,1,42,0.454431,0,1,861,0.018335,0
9908,"hanks l. m, 2017, cerambycidae of the, p161",68,68,1,68,0.459942,0,1,2278,0.018311,0
9909,"hanks lm, 2007, j chem ecol, v33, p889, doi 10.1007/s10886-007-9275-4",68,68,1,68,0.459942,0,1,2278,0.018311,0
9910,"hanks lm, 2013, chemoecology, v23, p21, doi 10.1007/s00049-012-0116-8",68,68,1,68,0.459942,0,1,2278,0.018311,0
9911,"hannah dm, 2007, aquat conserv, v17, p636, doi 10.1002/aqc.800",88,88,1,88,0.420346,0,1,3828,0.014538,0
9912,"hannah kc, 2004, condor, v106, p420, doi 10.1650/7342",27,27,1,27,0.380759,0,1,351,0.002909,0
9913,"hannah kc, 2009, j raptor res, v43, p241, doi 10.3356/jrr-08-49.1",48,48,1,48,0.399356,0,1,1128,0.007827,0
9914,"hannah ti, 2017, forest ecol manag, v384, p389, doi 10.1016/j.foreco.2016.10.054",57,57,1,57,0.401914,0,1,1596,0.007813,0
9916,"hannibal w, 2020, austral ecol, v45, p79, doi 10.1111/aec.12831",70,70,1,70,0.429452,0,1,2415,0.014823,0
9917,"hannon le, 2009, biol conserv, v142, p2140, doi 10.1016/j.biocon.2009.04.014",85,85,1,85,0.428228,0,1,3570,0.011322,0
9918,"hannon sj, 2006, j zool, v269, p422, doi 10.1111/j.1469-7998.2006.00159.x",47,47,1,47,0.366997,0,1,1081,0.003057,0
9920,"hanowski joann, 2002, loon, v74, p127",50,50,1,50,0.40102,0,1,1225,0.007493,0
9921,"hansel hc, 1988, t am fish soc, v117, p55, doi 10.1577/1548-8659(1988)117<0055:uodbti>2.3.co;2",120,120,1,120,0.336809,0,1,7140,0.001491,0
9922,"hansen a, 2019, sci data, v6, doi 10.1038/s41597-019-0214-3",72,72,1,72,0.395732,0,1,2556,0.008892,0
9924,"hansen aj, 1991, bioscience, v41, p382, doi 10.2307/1311745",81,81,1,81,0.410076,0,1,3240,0.013394,0
9928,"hansen aj, 2020, nat ecol evol, v4, p1377, doi 10.1038/s41559-020-1274-7",51,51,1,51,0.426539,0,1,1275,0.014232,0
9929,"hansen b. d., 2018, monitoring threatene, p149",92,92,1,92,0.413785,0,1,4186,0.008373,0
9930,"hansen cp, 2011, j wildlife manage, v75, p71, doi 10.1002/jwmg.21",57,57,1,57,0.450284,0,1,1596,0.017641,0
9932,"hansen em, 2003, can entomol, v135, p697",50,50,1,50,0.416205,0,1,1225,0.009511,0
9933,"hansen h.a., 1971, wildlife monogr, v26, p3",42,42,1,42,0.386192,0,1,861,0.006751,0
9934,"hansen j, 2010, rev geophys, v48, doi 10.1029/2010rg000345",86,86,1,86,0.395391,0,1,3655,0.005837,0
9935,"hansen k., 2007, bobcat master surviv",92,92,1,92,0.43495,0,1,4186,0.019265,0
9936,"hansen la, 2004, southwest nat, v49, p54, doi 10.1894/0038-4909(2004)049<0054:pcsrac>2.0.co;2",70,70,1,70,0.415387,0,1,2415,0.014217,0
9937,"hansen m, 2014, science, v344, doi 10.1126/science.1248817",53,53,1,53,0.408385,0,1,1378,0.011125,0
9938,"hansen mc, 2010, p natl acad sci usa, v107, p8650, doi 10.1073/pnas.0912668107",79,79,1,79,0.426721,0,1,3081,0.019328,0
9939,"hanser s. e., 2011, sagebrush ecosystem",72,72,1,72,0.379743,0,1,2556,0.009374,0
9940,"hanser s. e., 2011, sagebrush ecosystem, p337",78,78,1,78,0.409251,0,1,3003,0.01135,0
9941,"hanser se, 2011, stud avian biol, p475",49,49,1,49,0.400243,0,1,1176,0.012064,0
9942,"hanski i, 1990, philos t r soc b, v330, p141, doi 10.1098/rstb.1990.0188",72,72,1,72,0.435995,0,1,2556,0.014883,0
9943,"hanski i, 1991, biol j linn soc, v42, p3, doi 10.1111/j.1095-8312.1991.tb00548.x",72,72,1,72,0.379743,0,1,2556,0.009374,0
9947,"hanski i, 1994, trends ecol evol, v9, p131, doi 10.1016/0169-5347(94)90177-5",107,107,1,107,0.440126,0,1,5671,0.02935,0
9948,"hanski i, 1996, am nat, v147, p527, doi 10.1086/285864",46,46,1,46,0.450907,0,1,1035,0.019636,0
9949,"hanski i, 1996, conserv biol, v10, p578, doi 10.1046/j.1523-1739.1996.10020578.x",52,52,1,52,0.408515,0,1,1326,0.010399,0
9956,"hanski ilkka, 1997, monographs in population biology, v30, p21",46,46,1,46,0.450907,0,1,1035,0.019636,0
9959,"hanski l, 2004, basic appl ecol, v5, p225, doi 10.1016/j.baae.2004.03.002",75,75,1,75,0.418272,0,1,2775,0.011575,0
9961,"hanson c. t., 2013, open forest science journal, v6, p24, doi 10.2174/1874398601306010024",105,105,1,105,0.391357,0,1,5460,0.011093,0
9962,"hanson ct, 2008, condor, v110, p777, doi 10.1525/cond.2008.8611",51,51,1,51,0.431363,0,1,1275,0.015049,0
9963,"hanson ct, 2009, int j wildland fire, v18, p857, doi 10.1071/wf08129",47,47,1,47,0.418764,0,1,1081,0.009268,0
9964,"hanson ct, 2016, nat area j, v36, p8, doi 10.3375/043.036.0106",105,105,1,105,0.391357,0,1,5460,0.011093,0
9965,"hanson jm, 1990, freshwater biol, v24, p69, doi 10.1111/j.1365-2427.1990.tb00308.x",76,76,1,76,0.408614,0,1,2850,0.008836,0
9967,"hanson t, 2009, conserv biol, v23, p578, doi 10.1111/j.1523-1739.2009.01166.x",77,77,1,77,0.422388,0,1,2926,0.015999,0
9969,"hanula jl, 2015, forest ecol manag, v348, p142, doi 10.1016/j.foreco.2015.03.044",41,41,1,41,0.354214,0,1,820,0.00237,0
9970,"hanula jl, 2016, nat area j, v36, p427, doi 10.3375/043.036.0409",41,41,1,41,0.354214,0,1,820,0.00237,0
9971,"hanz dm, 2019, j biogeogr, v46, p291, doi 10.1111/jbi.13489",94,94,1,94,0.402795,0,1,4371,0.014904,0
9972,"hapner ja, 2011, wetlands, v31, p1089, doi 10.1007/s13157-011-0220-5",111,111,1,111,0.457367,0,1,6105,0.023577,0
9973,"happold dcd, 2001, colloq semi, p377",71,71,1,71,0.417851,0,1,2485,0.009934,0
9974,"haramis gm, 2007, waterbirds, v30, p105, doi 10.1675/1524-4695(2007)030[0105:sitmba]2.0.co;2",63,63,1,63,0.424603,0,1,1953,0.009796,0
9975,"haran j, 2015, plos one, v10, doi 10.1371/journal.pone.0134126",45,45,1,45,0.430889,0,1,990,0.00892,0
9976,"harcourt ah, 2005, j appl ecol, v42, p630, doi 10.1111/j.1365-2664.2005.01037.x",72,72,1,72,0.394981,0,1,2556,0.009001,0
9977,"harcourt rg, 2007, aquat conserv, v17, ps68, doi 10.1002/aqc.915",123,123,1,123,0.347504,0,1,7503,0.002654,0
9978,"harcourt rg, 2007, behav ecol sociobiol, v61, p643, doi 10.1007/s00265-006-0294-x",123,123,1,123,0.347504,0,1,7503,0.002654,0
9979,"harden la, 2009, appl herpetol, v6, p237, doi 10.1163/157075408x397527",75,75,1,75,0.42797,0,1,2775,0.015809,0
9980,"harden la, 2009, copeia, p78, doi 10.1643/ch-08-037",63,63,1,63,0.379073,0,1,1953,0.010285,0
9981,"harden la, 2012, mar ecol prog ser, v467, p207, doi 10.3354/meps09958",75,75,1,75,0.42797,0,1,2775,0.015809,0
9982,"harder ld, 1985, ecology, v66, p198, doi 10.2307/1941320",64,64,1,64,0.401139,0,1,2016,0.01483,0
9983,"hardersen s, 2014, b insectol, v67, p87",68,68,1,68,0.459942,0,1,2278,0.018311,0
9984,"hardie sa, 2006, hydrobiologia, v560, p145, doi 10.1007/s10750-005-9509-9",62,62,1,62,0.340143,0,1,1891,0.001377,0
9986,"harding jm, 1998, copeia, p988",47,47,1,47,0.442575,0,1,1081,0.015088,0
9988,"hardison bs, 2001, regul river, v17, p77, doi 10.1002/1099-1646(200101/02)17:1<77::aid-rrr604>3.0.co;2-s",72,72,1,72,0.43071,0,1,2556,0.017352,0
9989,"hardle w.k., 2013, appl multivariate st, p1",69,69,1,69,0.439004,0,1,2346,0.015425,0
9990,"hardman b, 2016, ecol manag restor, v17, p152, doi 10.1111/emr.12210",62,62,1,62,0.405106,0,1,1891,0.008742,0
9991,"hardy ma, 2020, ecol evol, v10, p12777, doi 10.1002/ece3.6805",75,75,1,75,0.401735,0,1,2775,0.008857,0
9992,"hare ja, 2010, ecol appl, v20, p452, doi 10.1890/08-1863.1",86,86,1,86,0.395391,0,1,3655,0.005837,0
9993,"hare ja, 2016, plos one, v11, doi 10.1371/journal.pone.0146756",35,35,1,35,0.351402,0,1,595,0.001497,0
9996,"hargis cd, 1998, landscape ecol, v13, p167, doi 10.1023/a:1007965018633",88,88,1,88,0.429889,0,1,3828,0.013245,0
9997,"hargis cd, 1999, j appl ecol, v36, p157, doi 10.1046/j.1365-2664.1999.00377.x",69,69,1,69,0.423499,0,1,2346,0.010736,0
9998,"hargrave cw, 2010, southwest nat, v55, p149, doi 10.1894/gg-27.1",116,116,1,116,0.460467,0,1,6670,0.024086,0
9999,"harich f. k., 2016, cab reviews, v11, p1, doi 10.1079/pavsnnr201611020",61,61,1,61,0.37945,0,1,1830,0.007088,0
10000,"harig al, 2002, ecol appl, v12, p535, doi 10.1890/1051-0761(2002)012[0535:mhrfet]2.0.co;2",85,85,1,85,0.418226,0,1,3570,0.00977,0
10001,"harihar a, 2009, eur j wildlife res, v55, p97, doi 10.1007/s10344-008-0219-2",80,80,1,80,0.439032,0,1,3160,0.022277,0
10002,"harihar a, 2009, oryx, v43, p35, doi 10.1017/s0030605307072043",72,72,1,72,0.423672,0,1,2556,0.017259,0
10005,"harihar a, 2014, divers distrib, v20, p567, doi 10.1111/ddi.12174",80,80,1,80,0.439032,0,1,3160,0.022277,0
10006,"harihar a, 2018, plos one, v13, doi 10.1371/journal.pone.0207114",64,64,1,64,0.42839,0,1,2016,0.012301,0
10007,"harihar a., 2020, estimating leopard p",79,79,1,79,0.407732,0,1,3081,0.016356,0
10008,"harikrishnan s, 2012, basic appl ecol, v13, p139, doi 10.1016/j.baae.2012.01.001",30,30,1,30,0.401843,0,1,435,0.005955,0
10009,"harju sm, 2010, j wildlife manage, v74, p437, doi 10.2193/2008-289",72,72,1,72,0.379743,0,1,2556,0.009374,0
10010,"harley christopher d.g., 2003, p44",72,72,1,72,0.423672,0,1,2556,0.017259,0
10011,"harley sj, 2001, can j fish aquat sci, v58, p1760, doi 10.1139/cjfas-58-9-1760",35,35,1,35,0.359933,0,1,595,0.003326,0
10012,"harlow henry j., 2010, international journal of zoology, v2010, p1, doi 10.1155/2010/921371",56,56,1,56,0.456086,0,1,1540,0.020454,0
10014,"harms tm, 2014, j insect conserv, v18, p307, doi 10.1007/s10841-014-9638-4",38,38,1,38,0.423055,0,1,703,0.007912,0
10015,"harms tm, 2015, wilson j ornithol, v127, p670, doi 10.1676/15-001.1",55,55,1,55,0.45476,0,1,1485,0.01492,0
10019,"harnik p., 2017, 2017 city park facts",92,92,1,92,0.433389,0,1,4186,0.015014,0
10020,"haroldson kj, 1984, j wildlife manage, v48, p222, doi 10.2307/3808476",271,271,1,271,0.459208,0,1,36585,0.101602,0
10021,"harper c. a., 2016, fire ecolog, v12",62,62,1,62,0.408478,0,1,1891,0.009155,0
10022,"harper ca, 2007, weed technol, v21, p932, doi 10.1614/wt-07-024.1",87,87,1,87,0.418803,0,1,3741,0.010966,0
10023,"harper ca, 2015, rangeland ecol manag, v68, p166, doi [10.1016/j.r 10.1016/j.rama.2015.01.005]",87,87,1,87,0.418803,0,1,3741,0.010966,0
10025,"harper ga, 2005, wildlife res, v32, p597, doi 10.1071/wr04057",58,58,1,58,0.358987,0,1,1653,0.003505,0
10026,"harper j. l., 1977, population biology of plants.",51,51,1,51,0.460443,0,1,1275,0.025902,0
10027,"harper ka, 2005, conserv biol, v19, p768, doi 10.1111/j.1523-1739.2005.00045.x",68,68,1,68,0.448462,0,1,2278,0.021121,0
10028,"harper lr, 2019, hydrobiologia, v826, p25, doi 10.1007/s10750-018-3750-5",37,37,1,37,0.39622,0,1,666,0.004202,0
10029,"harper m, 2021, aquat conserv, v31, p2632, doi 10.1002/aqc.3634",80,80,1,80,0.422262,0,1,3160,0.011579,0
10030,"harper mj, 2005, biol conserv, v122, p181, doi 10.1016/j.biocon.2004.07.003",36,36,1,36,0.418997,0,1,630,0.007801,0
10031,"harper sc, 1992, no forest lands stud",49,49,1,49,0.440577,0,1,1176,0.012981,0
10032,"harper sj, 1993, j mammal, v74, p1045, doi 10.2307/1382443",83,83,1,83,0.443963,0,1,3403,0.017175,0
10034,"harrelson c.c., 1994, stream channel refer",72,72,1,72,0.43071,0,1,2556,0.017352,0
10035,"harrington fh, 1982, j wildlife manage, v46, p686, doi 10.2307/3808560",45,45,1,45,0.389138,0,1,990,0.008724,0
10036,"harrington la, 2008, eur j wildlife res, v54, p79, doi 10.1007/s10344-007-0114-2",46,46,1,46,0.39852,0,1,1035,0.00711,0
10037,"harrington la, 2008, j mammal, v89, p991, doi 10.1644/07-mamm-a-292.1",58,58,1,58,0.357549,0,1,1653,0.006206,0
10038,"harrington la, 2009, ecology, v90, p1207, doi 10.1890/08-0302.1",46,46,1,46,0.39852,0,1,1035,0.00711,0
10039,"harrington r, 2001, agr forest entomol, v3, p233, doi 10.1046/j.1461-9555.2001.00120.x",68,68,1,68,0.375258,0,1,2278,0.006564,0
10042,"harris i, 2014, int j climatol, v34, p623, doi 10.1002/joc.3711",50,50,1,50,0.400997,0,1,1225,0.008197,0
10044,"harris jh, 2004, j mammal, v85, p517, doi 10.1644/1545-1542(2004)085<0517:hsauos>2.0.co;2",61,61,1,61,0.448447,0,1,1830,0.01715,0
10045,"harris jh, 2005, southwest nat, v50, p188, doi 10.1894/0038-4909(2005)050[0188:lmojmg]2.0.co;2",61,61,1,61,0.448447,0,1,1830,0.01715,0
10046,"harris l, 2014, estuar coast shelf s, v150, p45, doi 10.1016/j.ecss.2013.05.016",65,65,1,65,0.39235,0,1,2080,0.008971,0
10047,"harris mp, 2005, mar ecol prog ser, v297, p283, doi 10.3354/meps297283",45,45,1,45,0.428547,0,1,990,0.009911,0
10048,"harris rb, 1995, mammalia, v59, p197, doi 10.1515/mamm.1995.59.2.197",47,47,1,47,0.423115,0,1,1081,0.008399,0
10049,"harris rb, 2014, j mammal, v95, p1207, doi 10.1644/14-mamm-a-021",47,47,1,47,0.423115,0,1,1081,0.008399,0
10050,"harris richard b., 1994, proceedings of the international snow leopard symposium, v7, p105",50,50,1,50,0.422091,0,1,1225,0.008707,0
10051,"harris rj, 2002, ann zool fenn, v39, p275",118,119,1,118,0.416295,0,1,6903,0.012763,0
10052,"harris s, 1981, j appl ecol, v18, p455, doi 10.2307/2402406",271,271,1,271,0.459208,0,1,36585,0.101602,0
10053,"harris s, 1981, mammal rev, v11, p151, doi 10.1111/j.1365-2907.1981.tb00003.x",271,271,1,271,0.459208,0,1,36585,0.101602,0
10054,"harris s, 1987, j appl ecol, v24, p75, doi 10.2307/2403788",271,271,1,271,0.459208,0,1,36585,0.101602,0
10055,"harris s., 1998, stoats weasels",33,33,1,33,0.40909,0,1,528,0.0058,0
10056,"harris s., 2001, urban foxes",66,66,1,66,0.427632,0,1,2145,0.01841,0
10057,"harris scott h., 2017, u s forest service pacific northwest research station research paper pnw-rp",133,133,1,133,0.425344,0,1,8778,0.018375,0
10060,"harrison ja, 2008, s afr j sci, v104, p82",43,43,1,43,0.435813,0,1,903,0.014824,0
10061,"harrison m j s, 1988, oryx, v22, p218",55,55,1,55,0.449954,0,1,1485,0.019104,0
10062,"harrison m., 1992, sci res ser dep cons, v48",62,62,1,62,0.333798,0,1,1891,0.000552,0
10063,"harrison mlk, 2020, conserv biol, v34, p977, doi 10.1111/cobi.13438",88,88,1,88,0.432612,0,1,3828,0.019497,0
10064,"harrison p., 2006, socioeconomic study",68,68,1,68,0.448462,0,1,2278,0.021121,0
10067,"harrison rd, 2013, ecol lett, v16, p687, doi 10.1111/ele.12102",55,55,1,55,0.402321,0,1,1485,0.008743,0
10069,"harrison rl, 1993, j wildlife manage, v53, p181",66,66,1,66,0.427632,0,1,2145,0.01841,0
10070,"harrison rl, 2002, am midl nat, v148, p320, doi 10.1674/0003-0031(2002)148[0320:acopst]2.0.co;2",129,129,1,129,0.431026,0,1,8256,0.029427,0
10071,"harrison rl, 2018, southwest nat, v63, p153, doi 10.1894/0038-4909-63-3-153",73,73,1,73,0.407119,0,1,2628,0.009135,0
10072,"harrison s, 2007, am nat, v170, ps5, doi 10.1086/519010",75,75,1,75,0.411324,0,1,2775,0.008769,0
10073,"harrison s, 2008, ecol lett, v11, p969, doi 10.1111/j.1461-0248.2008.01210.x",55,55,1,55,0.402022,0,1,1485,0.00803,0
10074,"harrison susan, 1997, p27, doi 10.1016/b978-012323445-2/50004-3",49,49,1,49,0.420071,0,1,1176,0.009702,0
10075,"harrison t, 2015, funct ecol, v29, p879, doi 10.1111/1365-2435.12486",93,93,1,93,0.479288,0,1,4278,0.025974,0
10077,"harrison xa, 2014, peerj, v2, doi 10.7717/peerj.616",62,62,1,62,0.40841,0,1,1891,0.010676,0
10079,"harrod r. j, 2001, p inv spec worksh ro, p95",66,66,1,66,0.453189,0,1,2145,0.019022,0
10081,"hart bl, 2018, vet med sci, v4, p106, doi 10.1002/vms3.92",39,39,1,39,0.440405,0,1,741,0.013231,0
10082,"hart d, 2007, dev primatol-prog pr, p27, doi 10.1007/978-0-387-34810-0_2",72,72,1,72,0.394981,0,1,2556,0.009001,0
10083,"hart j. a., 2007, mountain bird watch",65,65,1,65,0.442416,0,1,2080,0.012938,0
10084,"hart ja, 1996, afr j ecol, v34, p364, doi 10.1111/j.1365-2028.1996.tb00632.x",63,63,1,63,0.399722,0,1,1953,0.012824,0
10085,"hart k.m., 2015, anim biotelem, v3, p1, doi [10.1186/s40317-014-0021-8, doi 10.1186/s40317-015-0022-2]",64,64,1,64,0.419622,0,1,2016,0.016592,0
10086,"hart km, 2008, copeia, p200, doi 10.1643/ce-06-161",75,75,1,75,0.42797,0,1,2775,0.015809,0
10087,"hart m, 2009, theor appl climatol, v95, p397, doi 10.1007/s00704-008-0017-5",93,93,1,93,0.479288,0,1,4278,0.025974,0
10088,"hart s, 1998, bioscience, v48, p3, doi 10.2307/1313221",64,64,1,64,0.437434,0,1,2016,0.011553,0
10089,"harte j, 2011, ox ecol ev, p1, doi 10.1093/acprof:oso/9780199593415.001.0001",84,84,1,84,0.434301,0,1,3486,0.015394,0
10091,"hartel t, 2009, acta oecol, v35, p53, doi 10.1016/j.actao.2008.08.002",118,118,1,118,0.418796,0,1,6903,0.026264,0
10092,"hartel t, 2009, north-west j zool, v5, p130",118,118,1,118,0.418796,0,1,6903,0.026264,0
10095,"hartel t, 2014, basic appl ecol, v15, p385, doi 10.1016/j.baae.2014.06.007",68,68,1,68,0.448566,0,1,2278,0.018362,0
10096,"hartel t, 2014, ecol soc, v19",68,68,1,68,0.459942,0,1,2278,0.018311,0
10097,"hartel t, 2014, north-west j zool, v10, ps51",68,68,1,68,0.459942,0,1,2278,0.018311,0
10098,"hartel t, 2015, europe's changing woods and forests from wildwood to managed landscapes, p61, doi 10.1079/9781780643373.0061",68,68,1,68,0.459942,0,1,2278,0.018311,0
10101,"hartley s, 2003, conserv biol, v17, p1559, doi 10.1111/j.1523-1739.2003.00015.x",55,55,1,55,0.436678,0,1,1485,0.016609,0
10102,"hartman g, 1994, conserv biol, v8, p713, doi 10.1046/j.1523-1739.1994.08030713.x",94,94,1,94,0.440577,0,1,4371,0.021533,0
10103,"hartman kj, 2005, hydrobiologia, v532, p91, doi 10.1007/s10750-004-9019-1",69,69,1,69,0.351014,0,1,2346,0.002652,0
10104,"hartman kj, 2008, t am fish soc, v137, p357, doi 10.1577/t05-243.1",85,85,1,85,0.363945,0,1,3570,0.003457,0
10105,"hartman pj, 2009, wilson j ornithol, v121, p469, doi 10.1676/07-152.1",64,64,1,64,0.426458,0,1,2016,0.011237,0
10107,"hartmann b, 2005, j climate, v18, p4824, doi 10.1175/jcli3532.1",42,42,1,42,0.386192,0,1,861,0.006751,0
10108,"hartwick eb, 1978, wilson bull, v90, p650",25,25,1,25,0.383084,0,1,300,0.00764,0
10109,"hartwig c. l., 2002, pswgtr181 usda for s",57,57,1,57,0.450284,0,1,1596,0.017641,0
10111,"harvey bc, 1987, t am fish soc, v116, p851, doi 10.1577/1548-8659(1987)116<851:soyftd>2.0.co;2",78,78,1,78,0.455533,0,1,3003,0.018766,0
10112,"harvey bc, 1991, oecologia, v87, p336, doi 10.1007/bf00634588",90,90,1,90,0.449408,0,1,4005,0.018591,0
10113,"harvey ca, 2006, ecol appl, v16, p1986, doi 10.1890/1051-0761(2006)016[1986:poadid]2.0.co;2",76,76,1,76,0.428397,0,1,2850,0.015033,0
10114,"harvey ca, 2007, biodivers conserv, v16, p2257, doi 10.1007/s10531-007-9194-2",63,63,1,63,0.419381,0,1,1953,0.01584,0
10115,"harvey ca, 2008, conserv biol, v22, p8, doi 10.1111/j.1523-1739.2007.00863.x",76,76,1,76,0.428397,0,1,2850,0.015033,0
10116,"harvey daniel s., 2005, herpetological review, v36, p413",107,107,1,107,0.450516,0,1,5671,0.022673,0
10117,"harvey ds, 2006, biol conserv, v130, p206, doi 10.1016/j.biocon.2005.12.015",107,107,1,107,0.450516,0,1,5671,0.022673,0
10118,"harvey ja, 2010, biol conserv, v143, p2251, doi 10.1016/j.biocon.2010.03.004",63,63,1,63,0.43815,0,1,1953,0.012745,0
10119,"harvey p, 1991, comp methods evoluti",21,21,1,21,0.33749,0,1,210,0.001,0
10120,"harvey ph, 1979, j anim ecol, v48, p305, doi 10.2307/4115",36,36,1,36,0.439696,0,1,630,0.014184,0
10121,"harvey ph, 1983, annu rev ecol syst, v14, p189, doi 10.1146/annurev.es.14.110183.001201",43,43,1,43,0.413911,0,1,903,0.007332,0
10122,"hasan mm, 2010, agr forest meteorol, v150, p1319, doi 10.1016/j.agrformet.2010.06.002",49,49,1,49,0.35206,0,1,1176,0.002367,0
10123,"hasan mm, 2011, int j climatol, v31, p1389, doi 10.1002/joc.2162",49,49,1,49,0.35206,0,1,1176,0.002367,0
10124,"hasegawa k, 2020, ecol freshw fish, v29, p419, doi 10.1111/eff.12534",120,120,1,120,0.336809,0,1,7140,0.001491,0
10126,"hasenack h, 2010, mapa sistemas ecolog",117,117,1,117,0.454683,0,1,6786,0.022598,0
10127,"hasenack h., 2017, thesis u federal rio",75,75,1,75,0.444722,0,1,2775,0.012934,0
10128,"haslem a, 2008, agr ecosyst environ, v125, p191, doi 10.1016/j.agee.2008.01.001",52,52,1,52,0.403974,0,1,1326,0.012334,0
10130,"haslem a, 2012, biol conserv, v152, p212, doi 10.1016/j.biocon.2012.04.007",68,68,1,68,0.375832,0,1,2278,0.007037,0
10131,"hass cc, 2009, j zool, v278, p174, doi 10.1111/j.1469-7998.2009.00565.x",92,92,1,92,0.43495,0,1,4186,0.019265,0
10132,"hassall c, 2007, global change biol, v13, p933, doi 10.1111/j.1365-2486.2007.01318.x",68,68,1,68,0.375258,0,1,2278,0.006564,0
10133,"hassall c, 2008, int j odonatol, v11, p131, doi 10.1080/13887890.2008.9748319",68,68,1,68,0.375258,0,1,2278,0.006564,0
10134,"hassall c, 2010, methods ecol evol, v1, p343, doi 10.1111/j.2041-210x.2010.00039.x",71,71,1,71,0.418284,0,1,2485,0.0083,0
10135,"hassall c, 2012, insect conserv diver, v5, p192, doi 10.1111/j.1752-4598.2011.00150.x",28,28,1,28,0.413867,0,1,378,0.008787,0
10136,"hassall c, 2014, wires water, v1, p187, doi 10.1002/wat2.1014",50,50,1,50,0.352713,0,1,1225,0.004071,0
10138,"hassan r., 2005, millennium ecosystem, v1",92,92,1,92,0.377422,0,1,4186,0.009626,0
10139,"hassanin a, 2009, j mol evol, v68, p293, doi 10.1007/s00239-009-9208-7",25,25,1,25,0.340833,0,1,300,0.001681,0
10140,"hassell kl, 2006, j exp biol, v209, p4024, doi 10.1242/jeb.02457",69,69,1,69,0.351014,0,1,2346,0.002652,0
10141,"hastie lc, 1999, thesis u aberdeen",45,45,1,45,0.338182,0,1,990,0.000921,0
10144,"hastings a, 2001, ecol lett, v4, p215, doi 10.1046/j.1461-0248.2001.00220.x",92,92,1,92,0.398603,0,1,4186,0.007508,0
10147,"hastings b.r.a., 2006, ecological managemen, v7, p105",66,66,1,66,0.408651,0,1,2145,0.007612,0
10148,"hastings kk, 2018, roy soc open sci, v5, doi 10.1098/rsos.170665",123,123,1,123,0.347504,0,1,7503,0.002654,0
10149,"hastings richard a., 2006, ecological management & restoration, v7, p105, doi 10.1111/j.1442-8903.2006.00264.x",67,67,1,67,0.351164,0,1,2211,0.002246,0
10150,"haswell p.m., 2017, food webs, v12, p3, doi 10.1016/j.fooweb.2016.02.005",74,74,1,74,0.382239,0,1,2701,0.016988,0
10151,"haszard s, 2007, wetlands, v27, p855, doi 10.1672/0277-5212(2007)27[855:wubwsm]2.0.co;2",58,58,1,58,0.464238,0,1,1653,0.018898,0
10152,"hatano f.h., 2001, revista brasileira de biologia, v61, p287, doi 10.1590/s0034-71082001000200011",47,47,1,47,0.401777,0,1,1081,0.00759,0
10153,"hatano fh, 2002, j herpetol, v36, p314, doi 10.1670/0022-1511(2002)036[0314:efacao]2.0.co;2",30,30,1,30,0.406335,0,1,435,0.005365,0
10154,"hatch b. k., 2008, mapping wisconsin we",111,111,1,111,0.457367,0,1,6105,0.023577,0
10155,"hatfield jh, 2020, conserv biol, v34, p395, doi 10.1111/cobi.13390",95,95,1,95,0.411136,0,1,4465,0.010692,0
10156,"hatfield r., 2015, iucn red list threat, doi [10.2305/iucn.uk.2015-2.rlts.t44937492a46440201, doi 10.2305/iucn.uk.2015-2.rlts.t44937492a46440201]",34,34,1,34,0.412541,0,1,561,0.006338,0
10157,"hatfield rg, 2007, biol conserv, v139, p150, doi 10.1016/j.biocon.2007.06.019",64,64,1,64,0.401139,0,1,2016,0.01483,0
10158,"hatton j, 2001, biodiversity war cas",63,63,1,63,0.404603,0,1,1953,0.015457,0
10159,"hauber me, 2000, wilson bull, v112, p150, doi 10.1676/0043-5643(2000)112[0150:ppcwhr]2.0.co;2",83,83,1,83,0.450847,0,1,3403,0.023413,0
10160,"haubrock phillip j., 2016, herpetological bulletin, p31",97,97,1,97,0.386777,0,1,4656,0.010952,0
10161,"haufler j., 2002, predicting species o, p868",46,46,1,46,0.400587,0,1,1035,0.006715,0
10162,"haug ea, 1993, j field ornithol, v64, p188",23,23,1,23,0.448931,0,1,253,0.011914,0
10163,"haugaasen t, 2007, biodivers conserv, v16, p4165, doi 10.1007/s10531-007-9217-z",68,68,1,68,0.369535,0,1,2278,0.00406,0
