Id,Label,Name,Name2,number.links,total.link.strength,citations,degree,n.betweeness
5206,"coudun c, 2006, j biogeogr, v33, p1750, doi 10.1111/j.1365-2699.2005.01443.x",,,58,58,1,58,0
5215,"courchamp f, 1999, biol conserv, v89, p219, doi 10.1016/s0006-3207(98)00131-1",,,58,58,1,58,0
5239,"covington ww, 1994, j forest, v92, p39",,,58,58,1,58,0
5240,"covington ww, 2003, ecological restoration of southwestern ponderosa pine forests, p26",,,58,58,1,58,0
5262,"cox rr, 1998, j wildlife manage, v62, p124, doi 10.2307/3802270",,,58,58,1,58,0
5332,"cressie nac, 1991, stat spatial data",,,58,58,1,58,0
5372,"cross sl, 2019, pac conserv biol, v25, p331, doi 10.1071/pc18079",,,58,58,1,58,0
5386,"crowther ms, 2014, j zool, v293, p192, doi 10.1111/jzo.12134",,,58,58,1,58,0
5389,"crozier l, 2004, ecology, v85, p231, doi 10.1890/02-0607",,,58,58,1,58,0
5403,"cruz j, 2013, plos one, v8, doi 10.1371/journal.pone.0073544",,,58,58,1,58,0
5459,"cunningham j. b., 1980, selection use shags",,,58,58,1,58,0
5465,"cunningham rb, 2005, ecology, v86, p1135, doi 10.1890/04-0589",,,58,58,1,58,0
5470,"cupp p v jr, 1991, journal of the tennessee academy of science, v66, p171",,,58,58,1,58,0
5487,"curtis r.o., 2000, west j appl for, v15, p137, doi 10.1093/wjaf/15.3.137",,,58,58,1,58,0
5518,"cuthbert r, 2010, biol conserv, v143, p1850, doi 10.1016/j.biocon.2010.04.005",,,58,58,1,58,0
5544,"da silva fr, 2011, stud neotrop fauna e, v46, p163, doi 10.1080/01650521.2011.617065",,,58,58,1,58,0
5574,"daily gc, 1994, oecologia, v100, p153, doi 10.1007/bf00317142",,,58,58,1,58,0
5686,"davey c, 2006, ecosystems, v9, p992, doi 10.1007/s10021-004-0173-0",,,58,58,1,58,0
5835,"de la pena nm, 2003, landscape ecol, v18, p265, doi 10.1023/a:1024452930326",,,58,58,1,58,0
5870,"de thoisy b, 2005, oryx, v39, p149, doi 10.1017/s0030605305000384",,,58,58,1,58,0
5884,"dean w. r. j., 1997, atlas so african bir, v1, p30",,,58,58,1,58,0
6038,"dennis b, 2000, j wildlife manage, v64, p388, doi 10.2307/3803237",,,58,58,1,58,0
6099,"desante df, 1995, j appl stat, v22, p935, doi 10.1080/02664769524720",,,58,58,1,58,0
6100,"desbiez alj, 2009, j mammal, v90, p119, doi 10.1644/08-mamm-a-038.1",,,58,58,1,58,0
6112,"desrochers a, 1998, can j zool, v76, p989, doi 10.1139/cjz-76-6-989",,,58,58,1,58,0
6222,"dias j., 2014, rev brasileira agroe, v9, p122",,,58,58,1,58,0
6298,"diggle pj, 1998, j r stat soc c-appl, v47, p299, doi 10.1111/1467-9876.00113",,,58,58,1,58,0
6373,"dobbins m. t., 2020, estimating impact hu",,,58,58,1,58,0
6405,"dodson si, 2000, ecology, v81, p2662, doi 10.1890/0012-9658(2000)081[2662:trilcb]2.0.co;2",,,58,58,1,58,0
6419,"doherty pj, 2011, j wildlife manage, v75, p109, doi 10.1002/jwmg.16",,,58,58,1,58,0
6427,"doherty ts, 2019, mammal rev, v49, p31, doi 10.1111/mam.12139",,,58,58,1,58,0
6463,"donatti ci, 2011, ecol lett, v14, p773, doi 10.1111/j.1461-0248.2011.01639.x",,,58,58,1,58,0
6468,"dondale cd, 1994, mem entomol soc can, p33",,,58,58,1,58,0
6567,"downing ja, 1992, limnol oceanogr, v37, p936, doi 10.4319/lo.1992.37.5.0936",,,58,58,1,58,0
6585,"drapeau picard a-p., 2021, spiders dytiscids fe",,,58,58,1,58,0
6868,"edwards gp, 2002, wildlife res, v29, p557, doi 10.1071/wr00097",,,58,58,1,58,0
6961,"elias sp, 2000, j wildlife manage, v64, p346, doi 10.2307/3803232",,,58,58,1,58,0
7008,"ellis mm, 2007, j appl ecol, v44, p312, doi 10.1111/j.1365-2664.2006.01265.x",,,58,60,1,58,0
7039,"emery ko, 1961, limnol oceanogr, v6, p90, doi 10.4319/lo.1961.6.1.0090",,,58,58,1,58,0
7047,"emmons lh, 1980, ecol monogr, v50, p31, doi 10.2307/2937245",,,58,58,1,58,0
7058,"enari h, 2019, ecol indic, v98, p753, doi 10.1016/j.ecolind.2018.11.062",,,58,58,1,58,0
7078,"engeman richard m., 2000, integrated pest management reviews, v5, p197, doi 10.1023/a:1011380314051",,,58,58,1,58,0
7407,"fast plf, 2004, waterbirds, v27, p177, doi 10.1675/1524-4695(2004)027[0177:powubb]2.0.co;2",,,58,58,1,58,0
7533,"ferraz g, 2008, biotropica, v40, p7, doi 10.1111/j.1744-7429.2007.00355.x",,,58,58,1,58,0
7538,"ferreguetti ac, 2018, hystrix, v29, p168, doi 10.4404/hystrix-00068-2018",,,58,58,1,58,0
7559,"ferreras p, 2011, basic appl ecol, v12, p116, doi 10.1016/j.baae.2011.01.005",,,58,58,1,58,0
7619,"field m, 2015, condor, v117, p589, doi 10.1650/condor-14-195.1",,,58,60,1,58,0
7653,"finkral aj, 2008, forest ecol manag, v255, p2743, doi 10.1016/j.foreco.2008.01.041",,,58,58,1,58,0
7785,"fleming p., 2001, managing impacts din",,,58,58,1,58,0
7790,"fleming th, 1979, am zool, v19, p1157",,,58,58,1,58,0
7793,"flemming sp, 1988, j field ornithol, v59, p321",,,58,58,1,58,0
7799,"fletcher d., 2006, thesis",,,58,58,1,58,0
7860,"folk r.l., 1957, j sediment res, v27, p3, doi [10.1306/74d70646-2b21-11d7-8648000102c1865d 10.1306/74d70646-2b21-11d7-8648000102c1865d 10.1306/74d70646-2b21-11d7-8648000102c1865]",,,58,58,1,58,0
7861,"folk r.l., 1974, petrology sedimentar",,,58,58,1,58,0
7869,"fontaine n., 2007, mires peat, v2, p1",,,58,58,1,58,0
7884,"forchhammer mc, 2000, p roy soc b-biol sci, v267, p779, doi 10.1098/rspb.2000.1071",,,58,58,1,58,0
7900,"fordham da, 2012, austral ecol, v37, p945, doi 10.1111/j.1442-9993.2011.02354.x",,,58,58,1,58,0
7978,"fouque c, 2007, j ornithol, v148, p477, doi 10.1007/s10336-007-0183-8",,,58,60,1,58,0
8001,"fox jw, 2006, ecology, v87, p2687, doi 10.1890/0012-9658(2006)87[2687:utpetp]2.0.co;2",,,58,58,1,58,0
8012,"fragoso jmv, 1999, j mammal, v80, p993, doi 10.2307/1383270",,,58,58,1,58,0
8014,"fragoso jose m.v., 1998, p151",,,58,58,1,58,0
8055,"franklin j, 2009, divers distrib, v15, p167, doi 10.1111/j.1472-4642.2008.00536.x",,,58,58,1,58,0
8066,"franklin j.f., 1973, gtrpnw8 usda us for",,,58,58,1,58,0
8082,"fraschina j, 2012, ecol res, v27, p191, doi 10.1007/s11284-011-0888-2",,,58,58,1,58,0
8086,"fraser jd, 2005, j wildlife manage, v69, p1731, doi 10.2193/0022-541x(2005)69[1731:puoihb]2.0.co;2",,,58,58,1,58,0
8089,"fraser lh, 2015, restor ecol, v23, p503, doi 10.1111/rec.12225",,,58,58,1,58,0
8106,"fredrickson l. h., 1998, nutr values waterfow",,,58,58,1,58,0
8132,"french ar, 2005, biotropica, v37, p96, doi 10.1111/j.1744-7429.2005.04051.x",,,58,58,1,58,0
8170,"fristrup k.m., 2009, acoustic monitoring",,,58,58,1,58,0
8220,"fule pz, 1997, ecol appl, v7, p895, doi 10.1890/1051-0761(1997)007[0895:drcfem]2.0.co;2",,,58,58,1,58,0
8238,"fuller tk, 1988, wildlife soc b, v16, p367",,,58,58,1,58,0
8262,"furness r.w., 1993, p86",,,58,58,1,58,0
8326,"galetti m, 1992, j trop ecol, v8, p121, doi 10.1017/s0266467400006210",,,58,58,1,58,0
8328,"galetti m, 2011, biota neotrop, v11, p181, doi 10.1590/s1676-06032011000100019",,,58,58,1,58,0
8331,"galetti m, 2015, biol conserv, v190, p2, doi 10.1016/j.biocon.2015.04.032",,,58,58,1,58,0
8333,"galetti m, 2015, plos one, v10, doi 10.1371/journal.pone.0141459",,,58,58,1,58,0
8334,"galetti mauro, 1999, ecotropica, v5, p115",,,58,58,1,58,0
8379,"gandiwa e, 2014, trop ecol, v55, p119",,,58,58,1,58,0
8454,"gardner ws, 1985, can j fish aquat sci, v42, p1827, doi 10.1139/f85-229",,,58,58,1,58,0
8515,"gaston kj, 1999, oikos, v86, p195, doi 10.2307/3546438",,,58,58,1,58,0
8521,"gaston kj, 2004, p roy soc b-biol sci, v271, p1649, doi 10.1098/rspb.2004.2782",,,58,58,1,58,0
8547,"gautierhion a, 1985, oecologia, v65, p324, doi 10.1007/bf00378906",,,58,58,1,58,0
8552,"gavrikov v, 1995, environ ecol stat, v2, p331, doi 10.1007/bf00569362",,,58,58,1,58,0
8660,"geman s, 1984, ieee t pattern anal, v6, p721, doi 10.1109/tpami.1984.4767596",,,58,58,1,58,0
8764,"gibbons dw, 1993, new atlas breeding b, p1988",,,58,58,1,58,0
8803,"gibson la, 2011, divers distrib, v17, p613, doi 10.1111/j.1472-4642.2011.00766.x",,,58,58,1,58,0
8947,"glen as, 2005, biol rev, v80, p387, doi 10.1017/s1464793105006718",,,58,58,1,58,0
8950,"glen as, 2013, biol invasions, v15, p2589, doi 10.1007/s10530-013-0495-y",,,58,58,1,58,0
9080,"goncalves f, 2018, ecology, v99, p498, doi 10.1002/ecy.2106",,,58,58,1,58,0
9081,"gong zl, 2016, j mt sci-engl, v13, p2182, doi 10.1007/s11629-015-3449-2",,,58,58,1,58,0
9093,"gonzalez e, 2014, ecol eng, v68, p279, doi 10.1016/j.ecoleng.2014.03.051",,,58,58,1,58,0
9159,"gordon re, 1949, copeia, p173",,,58,58,1,58,0
9160,"gordon re, 1952, am midl nat, v47, p666, doi 10.2307/2422035",,,58,58,1,58,0
9161,"gordon re, 1961, ecology, v42, p200, doi 10.2307/1933293",,,58,58,1,58,0
9162,"gore j. a., 1989, snowy plover breedin",,,58,58,1,58,0
9344,"great barrier reef marine park authority commonwealth of australia (gbrmpa), 2009, great barr reef outl",,,58,58,1,58,0
9353,"green d. m., 2014, n am amphibians dist",,,58,58,1,58,0
9378,"greenberg ch, 1996, forest ecol manag, v89, p31, doi 10.1016/s0378-1127(96)03868-6",,,58,58,1,58,0
9422,"gregg ww, 1985, hydrobiologia, v128, p45, doi 10.1007/bf00008939",,,58,58,1,58,0
9440,"greve m, 2011, anim conserv, v14, p295, doi 10.1111/j.1469-1795.2010.00429.x",,,58,58,1,58,0
9653,"guthlin d, 2014, wildlife soc b, v38, p205, doi 10.1002/wsb.377",,,58,58,1,58,0
9696,"haase h, 2015, wetl ecol manag, v23, p453, doi 10.1007/s11273-014-9394-y",,,58,58,1,58,0
9729,"hafer m.l.a., 1992, thesis",,,58,58,1,58,0
10040,"harper ga, 2005, wildlife res, v32, p597, doi 10.1071/wr04057",,,58,58,1,58,0
10052,"harrington la, 2008, j mammal, v89, p991, doi 10.1644/07-mamm-a-292.1",,,58,58,1,58,0
10115,"hartley s, 2003, conserv biol, v17, p1559, doi 10.1111/j.1523-1739.2003.00015.x",,,58,58,1,58,0
10164,"haszard s, 2007, wetlands, v27, p855, doi 10.1672/0277-5212(2007)27[855:wubwsm]2.0.co;2",,,58,58,1,58,0
10230,"haynes ma, 2013, j plant ecol, v6, p122, doi 10.1093/jpe/rts021",,,58,58,1,58,0
10279,"head js, 2012, j trop ecol, v28, p571, doi 10.1017/s0266467412000612",,,58,58,1,58,0
10339,"heglund pj, 1992, thesis u missouri co",,,58,58,1,58,0
10340,"heglund pj, 1994, hydrobiologia, v279, p171, doi 10.1007/bf00027852",,,58,58,1,58,0
10341,"heglund pj, 2003, lake reserv manage, v19, p133, doi 10.1080/07438140309354079",,,58,58,1,58,0
10445,"henriquez a, 2014, expert syst appl, v41, p5451, doi 10.1016/j.eswa.2014.02.021",,,58,58,1,58,0
10459,"henzell rp, 2002, wildlife res, v29, p523, doi 10.1071/wr00083",,,58,58,1,58,0
10508,"herremans m., 1997, atlas so african bir, v1, p546",,,58,58,1,58,0
10514,"herrera jp, 2017, biol conserv, v207, p1, doi 10.1016/j.biocon.2016.12.028",,,58,58,1,58,0
10641,"hilts dj, 2019, j wildlife manage, v83, p591, doi 10.1002/jwmg.21629",,,58,60,1,58,0
10646,"himes jg, 2006, status distribution",,,58,58,1,58,0
10667,"hines j.e., 2012, presence 4 9 estimat",,,58,58,1,58,0
10724,"hobbs nt, 2012, ecol appl, v22, p1640, doi 10.1890/11-1309.1",,,58,58,1,58,0
10740,"hockey p. a. r, 2005, roberts birds s afri",,,58,58,1,58,0
10742,"hockey p. a., 2005, atlas so african bir",,,58,58,1,58,0
10787,"hoekstra jm, 2002, ecol appl, v12, p630, doi 10.2307/3060971",,,58,58,1,58,0
10835,"holden c, 2002, wildlife res, v29, p615, doi 10.1071/wr00101",,,58,58,1,58,0
10917,"holt rd, 2000, ecol lett, v3, p41, doi 10.1046/j.1461-0248.2000.00116.x",,,58,58,1,58,0
10955,"hood sharyn l., 2007, studies in avian biology, v34, p124",,,58,58,1,58,0
10956,"hook eb, 1997, am j epidemiol, v145, p1138",,,58,58,1,58,0
10965,"hooten mb, 2007, biometrics",,,58,58,1,58,0
11074,"hu ym, 2017, j biogeogr, v44, p2764, doi 10.1111/jbi.13102",,,58,58,1,58,0
11145,"humphreys am, 2019, nat ecol evol, v3, p1043, doi 10.1038/s41559-019-0906-2",,,58,58,1,58,0
11252,"hutto rl, 2009, j field ornithol, v80, p387, doi 10.1111/j.1557-9263.2009.00245.x",,,58,58,1,58,0
11457,"iucn (international union for the conservation of nature), 1994, guid prot ar man cat",,,58,58,1,58,0
11459,"iucn and unep-wcmc, 2011, world dat prot ar wd",,,58,58,1,58,0
11468,"iucn, 2001, red list cat crit ve",,,58,58,1,58,0
11478,"iucn, 2019, guid us iucn red lis",,,58,58,1,58,0
11589,"jager c, 2016, hum dimens wildl, v21, p189, doi 10.1080/10871209.2015.1129679",,,58,60,1,58,0
11737,"jentsch s, 2008, j wildlife manage, v72, p994, doi 10.2193/2007-073",,,58,58,1,58,0
11760,"jetz w, 2002, science, v297, p1548, doi 10.1126/science.1072779",,,58,58,1,58,0
11835,"john r.r., 2017, thesis",,,58,58,1,58,0
11836,"john rr, 2019, j herpetol, v53, p158, doi 10.1670/17-104",,,58,58,1,58,0
11863,"johnson cn, 2007, p r soc b, v274, p341, doi 10.1098/rspb.2006.3711",,,58,58,1,58,0
11865,"johnson cn, 2009, j appl ecol, v46, p641, doi 10.1111/j.1365-2664.2009.01650.x",,,58,58,1,58,0
11879,"johnson dm, 2005, ecology, v86, p3088, doi 10.1890/04-1815",,,58,58,1,58,0
11977,"jonasova m, 2008, biol conserv, v141, p1525, doi 10.1016/j.biocon.2008.03.013",,,58,58,1,58,0
12039,"jones r., 1993, longitudinal data se",,,58,58,1,58,0
12065,"jorge fc, 2018, ecol indic, v91, p71, doi 10.1016/j.ecolind.2018.04.001",,,58,58,1,58,0
12073,"jorgenson jk, 1992, can j fish aquat sci, v49, p2354, doi 10.1139/f92-259",,,58,58,1,58,0
12101,"jude d., 2005, p439",,,58,60,1,58,0
12102,"jude dj, 1992, j great lakes res, v18, p651, doi 10.1016/s0380-1330(92)71328-8",,,58,60,1,58,0
12125,"juterbock j.e., 2013, ohio biol survey b, v17, p209",,,58,58,1,58,0
12292,"karplus m, 1952, ecology, v33, p129, doi 10.2307/1931264",,,58,58,1,58,0
12294,"karr j.r., 1990, p183",,,58,58,1,58,0
12308,"kashian dr, 2000, j great lakes res, v26, p460, doi 10.1016/s0380-1330(00)70708-8",,,58,60,1,58,0
12422,"kehoe fp, 1989, can j zool, v67, p406, doi 10.1139/z89-060",,,58,58,1,58,0
12433,"keith da, 2004, ecol lett, v7, p1101, doi 10.1111/j.1461-0248.2004.00663.x",,,58,58,1,58,0
12502,"kelsall j. e., 1995, bernoulli, v1, p3, doi [10.2307/3318678 10.1002/sim.4780142106]",,,58,58,1,58,0
12522,"kendall wl, 1995, biometrics, v51, p293, doi 10.2307/2533335",,,58,58,1,58,0
12586,"kerr jt, 1997, nature, v385, p252, doi 10.1038/385252a0",,,58,58,1,58,0
12647,"keuroghlian a, 2008, biotropica, v40, p62, doi 10.1111/j.1744-7429.2007.00351.x",,,58,58,1,58,0
12708,"kiltie ra, 1982, biotropica, v14, p188, doi 10.2307/2388025",,,58,58,1,58,0
12709,"kiltie ra, 1983, z tierpsychol, v62, p241",,,58,58,1,58,0
12745,"king kl, 2014, biomass bioenerg, v69, p255, doi 10.1016/j.biombioe.2014.07.006",,,58,58,1,58,0
12895,"knapp ee, 2005, forest ecol manag, v208, p383, doi 10.1016/j.foreco.2005.01.016",,,58,58,1,58,0
12993,"koivula mj, 2018, ecography, v41, p1331, doi 10.1111/ecog.03295",,,58,58,1,58,0
13065,"kosztolanyi a, 2007, acta ethol, v10, p73, doi 10.1007/s10211-007-0032-z",,,58,58,1,58,0
13120,"krebs cj, 1995, science, v269, p1112, doi 10.1126/science.269.5227.1112",,,58,58,1,58,0
13146,"krieger ka, 1992, j great lakes res, v18, p525, doi 10.1016/s0380-1330(92)71319-7",,,58,60,1,58,0
13211,"kuczynski ec, 2010, wetlands, v30, p853, doi 10.1007/s13157-010-0097-8",,,58,58,1,58,0
13227,"kuhnert pm, 2010, ecol lett, v13, p900, doi 10.1111/j.1461-0248.2010.01477.x",,,58,58,1,58,0
13245,"kumara hn, 2004, oryx, v38, p321, doi 10.1017/s0030605304000560",,,58,58,1,58,0
13285,"kuwae t, 2007, mar biol, v151, p663, doi 10.1007/s00227-006-0506-y",,,58,58,1,58,0
13313,"laake j. l., 2011, rmark r code mark an",,,58,58,1,58,0
13346,"lafferty kd, 2006, biodivers conserv, v15, p2217, doi 10.1007/s10531-004-7180-5",,,58,58,1,58,0
13370,"laird nm, 1982, biometrics, v38, p963, doi 10.2307/2529876",,,58,58,1,58,0
13389,"lamb jy, 2017, j herpetol, v51, p102, doi 10.1670/16-050",,,58,58,1,58,0
13413,"lamonte k. m., 2006, status distribution",,,58,58,1,58,0
13432,"lande r, 1988, science, v241, p1455, doi 10.1126/science.3420403",,,58,58,1,58,0
13530,"larrivee m, 2005, can j forest res, v35, p2575, doi 10.1139/x05-169",,,58,58,1,58,0
13531,"larrivee m, 2011, ecol entomol, v36, p144, doi 10.1111/j.1365-2311.2010.01255.x",,,58,58,1,58,0
13539,"larson dj, 1990, can entomol, v122, p469, doi 10.4039/ent122469-5",,,58,58,1,58,0
13540,"larson dj, 1997, aust j entomol, v36, p269, doi 10.1111/j.1440-6055.1997.tb01469.x",,,58,58,1,58,0
13542,"larson dj., 2000, predacious diving be",,,58,58,1,58,0
13563,"latham adm, 2011, j wildlife manage, v75, p204, doi 10.1002/jwmg.28",,,58,58,1,58,0
13670,"lawton john h., 1995, p147",,,58,58,1,58,0
13708,"leckie fm, 1998, ecography, v21, p599, doi 10.1111/j.1600-0587.1998.tb00552.x",,,58,58,1,58,0
13850,"lennon jj, 1997, oikos, v78, p486, doi 10.2307/3545610",,,58,58,1,58,0
13852,"lennon jj, 2011, ecography, v34, p529, doi 10.1111/j.1600-0587.2010.06669.x",,,58,58,1,58,0
13935,"letnic m, 2005, j mammal, v86, p689, doi 10.1644/1545-1542(2005)086[0689:tromtl]2.0.co;2",,,58,58,1,58,0
13964,"levin la, 2006, ecology, v87, p419, doi 10.1890/04-1752",,,58,60,1,58,0
13999,"lewis t. l., 2015, thesis u alaska fair",,,58,58,1,58,0
14015,"li h., 2003, baima xueshan natl n",,,58,58,1,58,0
14094,"lindeman dh, 1999, wetlands, v19, p627, doi 10.1007/bf03161700",,,58,58,1,58,0
14183,"link wa, 1999, j agric biol envir s, v4, p116, doi 10.2307/1400592",,,58,58,1,58,0
14343,"loegering jp, 1995, j wildlife manage, v59, p646, doi 10.2307/3801940",,,58,58,1,58,0
14478,"lott c., 2009, tr0913 erdcel us arm",,,58,58,1,58,0
14588,"ludwig d, 2001, annu rev ecol syst, v32, p481, doi 10.1146/annurev.ecolsys.32.081501.114116",,,58,58,1,58,0
14633,"lundkvist e, 2001, wetlands, v21, p48, doi 10.1672/0277-5212(2001)021[0048:dbdaae]2.0.co;2",,,58,58,1,58,0
14712,"ma kp, 2017, biol conserv, v210, p1, doi 10.1016/j.biocon.2017.05.029",,,58,58,1,58,0
14739,"macarthur r. h., 1969, biological journal of the linnean society, v1, p19, doi 10.1111/j.1095-8312.1969.tb01809.x",,,58,58,1,58,0
14870,"madhusudan md, 2002, ambio, v31, p49, doi 10.1639/0044-7447(2002)031[0049:lhatco]2.0.co;2",,,58,58,1,58,0
14922,"maguire gs, 2011, bird conserv int, v21, p172, doi 10.1017/s0959270910000420",,,58,58,1,58,0
14947,"mahon ps, 1998, wildlife res, v25, p11, doi 10.1071/wr97007",,,58,58,1,58,0
15010,"malumbres-olarte j, 2013, insect conserv diver, v6, p124, doi 10.1111/j.1752-4598.2012.00195.x",,,58,58,1,58,0
15012,"mammides c, 2017, ecol indic, v82, p470, doi 10.1016/j.ecolind.2017.07.017",,,58,58,1,58,0
15106,"marchandeau s, 2006, wildlife biol, v12, p19, doi 10.2981/0909-6396(2006)12[19:airtic]2.0.co;2",,,58,58,1,58,0
15264,"martin km, 2001, wildlife-habitat relationships in oregon and washington, p239",,,58,58,1,58,0
15279,"martin te, 1988, condor, v90, p51, doi 10.2307/1368432",,,58,58,1,58,0
15296,"martin tg, 2012, conserv biol, v26, p29, doi 10.1111/j.1523-1739.2011.01806.x",,,58,58,1,58,0
15400,"matessi g, 1999, bird study, v46, p184, doi 10.1080/00063659909461130",,,58,58,1,58,0
15408,"mathiasson s, 1973, viltrevy (stockholm), v8, p400",,,58,60,1,58,0
15486,"maumary ll, in perss brutvogel s",,,58,58,1,58,0
15509,"mayfield mm, 2010, ecol lett, v13, p1085, doi 10.1111/j.1461-0248.2010.01509.x",,,58,58,1,58,0
15534,"mazerolle mj, 2006, freshwater biol, v51, p333, doi 10.1111/j.1365-2427.2005.01480.x",,,58,58,1,58,0
15614,"mccarthy ma, 2004, acta oecol, v26, p67, doi 10.1016/j.actao.2004.01.008",,,58,58,1,58,0
15693,"mcdonald ll, 1999, marine mammal survey and assessment methods, p37",,,58,58,1,58,0
15785,"mcilroy jc, 1986, aust wildlife res, v13, p535",,,58,58,1,58,0
15788,"mcintyre af, 2011, j coast conserv, v15, p151, doi 10.1007/s11852-010-0128-x",,,58,58,1,58,0
15860,"mcmahon sm, 2011, trends ecol evol, v26, p249, doi 10.1016/j.tree.2011.02.012",,,58,58,1,58,0
15884,"mcphee sr, 2010, wildlife res, v37, p68, doi 10.1071/wr09103",,,58,58,1,58,0
15926,"meat and livestock australia, 2018, rainf past growth ou",,,58,58,1,58,0
16002,"melo erd, 2015, wildlife biol, v21, p234, doi 10.2981/wlb.00095",,,58,58,1,58,0
16096,"mesquita gp, 2015, ethnobiol conserv, v4",,,58,58,1,58,0
16144,"meyer shawn w., 2012, ontario birds, v30, p48",,,58,60,1,58,0
16196,"mikola j, 1994, biol conserv, v67, p119, doi 10.1016/0006-3207(94)90356-5",,,58,58,1,58,0
16327,"miloski s.e., 2010, thesis",,,58,58,1,58,0
16506,"moller j, 1998, scand j stat, v25, p451, doi 10.1111/1467-9469.00115",,,58,58,1,58,0
16607,"moore mm, 1999, ecol appl, v9, p1266, doi 10.1890/1051-0761(1999)009[1266:rcaera]2.0.co;2",,,58,58,1,58,0
16772,"moseby katherine e., 2012, international journal of ecology, p1",,,58,58,1,58,0
16861,"muir jj, 2010, condor, v112, p507, doi 10.1525/cond.2010.090196",,,58,58,1,58,0
17008,"mutze g, 2010, j appl ecol, v47, p1137, doi 10.1111/j.1365-2664.2010.01844.x",,,58,58,1,58,0
17009,"mutze greg, 2008, p279, doi 10.1007/978-3-540-72446-9_19",,,58,58,1,58,0
17149,"naughton-treves l, 2003, conserv biol, v17, p1106, doi 10.1046/j.1523-1739.2003.02045.x",,,58,58,1,58,0
17172,"nea, 2016, chin 13 el dev 5 yea",,,58,58,1,58,0
17211,"nelson cr, 2005, ecol appl, v15, p196, doi 10.1890/03-6002",,,58,58,1,58,0
17250,"nevulis-obuchovska v, 2011, med phys baltic stat, p102",,,58,58,1,58,0
17272,"newman jc, 2018, j herpetol, v52, p437, doi 10.1670/17-117",,,58,58,1,58,0
17287,"newson se, 2005, bird study, v52, p42, doi 10.1080/00063650509461373",,,58,58,1,58,0
17310,"nguyen lp, 2003, wilson bull, v115, p285, doi 10.1676/03-044",,,58,58,1,58,0
17396,"niemi gj, 2007, j great lakes res, v33, p1, doi 10.3394/0380-1330(2007)33[1:eiftcr]2.0.co;2",,,58,60,1,58,0
17399,"nienhuis ph, 1978, neth j sea res, v12, p180, doi 10.1016/0077-7579(78)90004-2",,,58,60,1,58,0
17471,"norbury g, 2015, mammal rev, v45, p79, doi 10.1111/mam.12034",,,58,58,1,58,0
17472,"norbury g, 2017, new zeal j ecol, v41, p271, doi 10.20417/nzjeco1.41.30",,,58,58,1,58,0
17476,"noreika n, 2016, biol conserv, v196, p103, doi 10.1016/j.biocon.2016.02.014",,,58,58,1,58,0
17477,"noreika n, 2020, biodivers conserv, v29, p3807, doi 10.1007/s10531-020-02050-1",,,58,58,1,58,0
17561,"novotny d, 2015, j appl entomol, v139, p390, doi 10.1111/jen.12185",,,58,58,1,58,0
17589,"nunez gb, 2018, ecol inform, v46, p97, doi 10.1016/j.ecoinf.2018.05.005",,,58,58,1,58,0
17627,"o'brien tg, 2011, ecol appl, v21, p2908, doi 10.1890/10-2284.1",,,58,58,1,58,0
17671,"o'hare mt, 2007, freshwater biol, v52, p2463, doi 10.1111/j.1365-2427.2007.01841.x",,,58,60,1,58,0
17691,"obbard me, 2010, j appl ecol, v47, p76, doi 10.1111/j.1365-2664.2009.01758.x",,,58,58,1,58,0
17748,"ogbebo fe, 2009, can j fish aquat sci, v66, p247, doi 10.1139/f08-202",,,58,58,1,58,0
17755,"ogutu jo, 2002, afr j ecol, v40, p120, doi 10.1046/j.1365-2028.2002.00343.x",,,58,58,1,58,0
17975,"osuri a. m., 2016, nature, doi 10.1038/pj.2016.37",,,58,58,1,58,0
17993,"ottichilo wk, 2001, biol conserv, v97, p271, doi 10.1016/s0006-3207(00)00090-2",,,58,58,1,58,0
18029,"owen-smith n, 2006, s afr j sci, v102, p389",,,58,58,1,58,0
18042,"paasivaara a, 2008, can j zool, v86, p744, doi 10.1139/z08-051",,,58,58,1,58,0
18079,"page g. w., 1995, birds n am online",,,58,58,1,58,0
18080,"page gw, 1985, auk, v102, p347, doi 10.2307/4086778",,,58,58,1,58,0
18165,"paludo gf., 2012, biodiversidade brasi, v2, p92",,,58,58,1,58,0
18233,"parker v., 1997, atlas so african bir, p440",,,58,58,1,58,0
18310,"pasitschniakarts m, 1995, oikos, v73, p347, doi 10.2307/3545958",,,58,58,1,58,0
18343,"patton a, 2019, copeia, v107, p748, doi 10.1643/ch-18-052",,,58,58,1,58,0
18354,"pauley tk, 2005, amphibian declines: the conservation status of united states species, p656",,,58,58,1,58,0
18449,"pech rp, 1992, oecologia, v89, p102, doi 10.1007/bf00319021",,,58,58,1,58,0
18450,"pech rp, 1998, j appl ecol, v35, p434, doi 10.1046/j.1365-2664.1998.00318.x",,,58,58,1,58,0
18590,"peres ca, 2016, p natl acad sci usa, v113, p892, doi 10.1073/pnas.1516525113",,,58,58,1,58,0
18859,"pieretti n, 2017, ecol indic, v83, p13, doi 10.1016/j.ecolind.2017.07.011",,,58,58,1,58,0
19058,"pollock kh, 2000, j am stat assoc, v95, p293",,,58,58,1,58,0
19062,"polop f, 2012, stud neotrop fauna e, v47, p147, doi 10.1080/01650521.2012.736730",,,58,58,1,58,0
19106,"popescu aa, 2012, bioinformatics, v28, p1536, doi 10.1093/bioinformatics/bts184",,,58,58,1,58,0
